"","live1","live2","live3","mean","sd","stn","depthid","treatment","subt","substrate"
"stn4-d2-LV-amend3-subt1-p1",149.05753829214,127.762249533729,117.172396599779,131.330728141883,16.2393378826885,"stn4","d5","amend3","subt1","p1"
"stn4-d2-LV-amend3-subt1-p2",807.334676560733,784.839442229937,712.607762791686,768.260627194119,49.4918162835634,"stn4","d5","amend3","subt1","p2"
"stn4-d2-LV-amend3-subt1-p3",165.909780395651,136.638035218866,155.082851971786,152.543555862101,14.8001616536155,"stn4","d5","amend3","subt1","p3"
"stn4-d2-LV-amend3-subt1-p4",145.267033337326,148.974962726489,103.447466543959,132.563154202591,25.282991040718,"stn4","d5","amend3","subt1","p4"
"stn4-d2-LV-amend3-subt2-a",3.4601848358291,3.19180361165518,2.95525652951052,3.2024149923316,0.252631351340906,"stn4","d5","amend3","subt2","a"
"stn4-d2-LV-amend3-subt2-b",984.34140619713,831.220906361857,1011.58580559176,942.382706050248,97.227946636063,"stn4","d5","amend3","subt2","b"
"stn4-d2-LV-amend3-subt2-L",838.719441948115,776.650256626167,800.517550921903,805.295749832062,31.3092531091267,"stn4","d5","amend3","subt2","L"
"stn4-d2-LV-amend3-subt2-p1",495.575166095104,374.36174609046,313.271012449231,394.402641544932,92.7897043162512,"stn4","d5","amend3","subt2","p1"
"stn4-d2-LV-amend3-subt2-p2",508.549443460064,443.895873911903,354.833007605612,435.759441659193,77.1805468385729,"stn4","d5","amend3","subt2","p2"
"stn4-d2-LV-amend3-subt2-p3",273.709623551168,344.9704733952,213.244255627125,277.308117524498,65.9367953499988,"stn4","d5","amend3","subt2","p3"
"stn4-d2-LV-amend3-subt2-p4",211.321609028939,182.514755704145,169.650129660714,187.828831464599,21.3379380230374,"stn4","d5","amend3","subt2","p4"
"stn4-d2-LV-amend3-subt3-a",1.68588905502024,1.56336631301845,1.89537261447393,1.71487599417087,0.167890523950963,"stn4","d5","amend3","subt3","a"
"stn4-d2-LV-amend3-subt3-b",998.29945680951,901.794014614989,950.42489310277,950.172788175756,48.2532150323757,"stn4","d5","amend3","subt3","b"
"stn4-d2-LV-amend3-subt3-L",584.474865357756,533.368944463405,567.892378331354,561.912062717505,26.0725318821522,"stn4","d5","amend3","subt3","L"
"stn4-d2-LV-amend3-subt3-p1",220.96793315973,223.256862393745,220.628755431021,221.617850328165,1.42952117726564,"stn4","d5","amend3","subt3","p1"
"stn4-d2-LV-amend3-subt3-p2",407.411002454236,392.73271375135,366.879376495592,389.007697567059,20.5209645215031,"stn4","d5","amend3","subt3","p2"
"stn4-d2-LV-amend3-subt3-p3",163.011245627283,146.334383537364,138.96661357842,149.437414247689,12.3189968050656,"stn4","d5","amend3","subt3","p3"
"stn4-d2-LV-amend3-subt3-p4",159.788004959785,134.421601072133,138.687783507852,144.29912984659,13.5823053031445,"stn4","d5","amend3","subt3","p4"
"stn4-d2-LV-amend3-subt4-a",4.8493167549385,5.6999418752184,5.00438200884611,5.18454687966767,0.45302903805541,"stn4","d5","amend3","subt4","a"
"stn4-d2-LV-amend3-subt4-b",1062.3946862816,1006.98940212911,1057.29443672677,1042.22617504583,30.6223082175193,"stn4","d5","amend3","subt4","b"
"stn4-d2-LV-amend3-subt4-L",165.844599595745,128.501861829103,127.9817433122,140.776068245683,21.7115425259171,"stn4","d5","amend3","subt4","L"
"stn4-d2-LV-amend3-subt4-p1",132.48769241128,122.508424981926,134.774569209242,129.923562200816,6.52270238118315,"stn4","d5","amend3","subt4","p1"
"stn4-d2-LV-amend3-subt4-p2",184.203251060435,179.559355797133,193.927613000609,185.896739952725,7.332300610146,"stn4","d5","amend3","subt4","p2"
"stn4-d2-LV-amend3-subt4-p3",50.7049377117297,59.5130679067947,44.0197277523261,51.4125777902835,7.7708727403104,"stn4","d5","amend3","subt4","p3"
"stn4-d2-LV-amend3-subt4-p4",123.90305802039,95.9117615571149,96.6357083861161,105.483509321207,15.955903467494,"stn4","d5","amend3","subt4","p4"
"stn4-d2-LV-amend3-subt5-a",22.6746766290037,21.1801875092183,22.9007436602426,22.2518692661549,0.934961452021522,"stn4","d5","amend3","subt5","a"
"stn4-d2-LV-amend3-subt5-b",1212.66733330688,1097.52495291752,1265.5079004879,1191.90006223743,85.895444171168,"stn4","d5","amend3","subt5","b"
"stn4-d2-LV-amend3-subt5-L",132.029989782637,124.83501095247,120.413058364195,125.759353033101,5.86336764212478,"stn4","d5","amend3","subt5","L"
"stn4-d2-LV-amend3-subt5-p1",115.107804819347,99.6931046850202,88.4253899062209,101.075433136863,13.3948102024862,"stn4","d5","amend3","subt5","p1"
"stn4-d2-LV-amend3-subt5-p2",36.2314949527177,34.6661114825086,28.8004696038183,33.2326920130149,3.91740385531527,"stn4","d5","amend3","subt5","p2"
"stn4-d2-LV-amend3-subt5-p3",45.9820799873421,39.6043552437827,44.7732996213242,43.4532449508164,3.38758785509684,"stn4","d5","amend3","subt5","p3"
"stn4-d2-LV-amend3-subt5-p4",62.8904825853112,61.6750820961215,58.8785362266103,61.1480336360143,2.05724657145162,"stn4","d5","amend3","subt5","p4"
"stn4-d2-LV-unamend1-subt0-a",0.933776997604653,0.607253832891965,1.16111276840225,0.900714532966289,0.278405774072878,"stn4","d5","unamend1","subt0","a"
"stn4-d2-LV-unamend1-subt0-b",52.5691344299617,10.1661687503206,5.55285563165361,22.7627196039786,25.9159687850301,"stn4","d5","unamend1","subt0","b"
"stn4-d2-LV-unamend1-subt0-L",23.4608312299341,5.40615336514798,6.50027192129382,11.7890855054586,10.1228212493521,"stn4","d5","unamend1","subt0","L"
"stn4-d2-LV-unamend1-subt0-p1",44.7870209884471,2.03019432475427,0.102181652678939,15.6397989886268,25.260635798531,"stn4","d5","unamend1","subt0","p1"
"stn4-d2-LV-unamend1-subt0-p2",136.720117972847,90.0076606367331,161.675019985568,129.467599531716,36.3799651843288,"stn4","d5","unamend1","subt0","p2"
"stn4-d2-LV-unamend1-subt0-p3",15.6857253597901,7.54428914254662,15.1357807831515,12.7885984284961,4.5500213927371,"stn4","d5","unamend1","subt0","p3"
"stn4-d2-LV-unamend1-subt0-p4",9.59516742305852,8.52881296090809,8.86281967310382,8.99560001902347,0.545436453616682,"stn4","d5","unamend1","subt0","p4"
"stn4-d2-LV-unamend1-subt1-a",0.473407774354662,0.295886525597292,0.261654930447367,0.343649743466441,0.113669742946919,"stn4","d5","unamend1","subt1","a"
"stn4-d2-LV-unamend1-subt1-b",6.58290684368383,0.706551891202502,1.06778094217169,2.78574655901934,3.29339358069925,"stn4","d5","unamend1","subt1","b"
"stn4-d2-LV-unamend1-subt1-L",13.9871604073401,37.4748916111407,14.2787387707125,21.9135969297311,13.4772650640531,"stn4","d5","unamend1","subt1","L"
"stn4-d2-LV-unamend1-subt1-p1",0.4200810614532,0.723766623096183,0.549138982963992,0.564328889171125,0.152411548202686,"stn4","d5","unamend1","subt1","p1"
"stn4-d2-LV-unamend1-subt1-p2",12.4868705153423,15.4453968022812,10.3991803965761,12.7771492380665,2.53560077810989,"stn4","d5","unamend1","subt1","p2"
"stn4-d2-LV-unamend1-subt1-p3",9.71755861868666,5.71287169026932,6.34683091937048,7.25908707610882,2.15256540441619,"stn4","d5","unamend1","subt1","p3"
"stn4-d2-LV-unamend1-subt1-p4",5.25959204750223,15.5483480776561,5.08927634568326,8.63240549028054,5.98998733416674,"stn4","d5","unamend1","subt1","p4"
"stn4-d2-LV-unamend1-subt2-a",0.689753987548395,0.0819195740934261,0.887711539143639,0.553128366928486,0.41991081540275,"stn4","d5","unamend1","subt2","a"
"stn4-d2-LV-unamend1-subt2-b",71.9675281185364,7.15854135004436,2.21979262895602,27.1152873658456,38.921593430068,"stn4","d5","unamend1","subt2","b"
"stn4-d2-LV-unamend1-subt2-L",3.11546646507911,3.60241616788332,0.986854608235797,2.56824574706608,1.39099908473855,"stn4","d5","unamend1","subt2","L"
"stn4-d2-LV-unamend1-subt2-p1",1.631240933001,1.4033968477917,2.07650859262445,1.70371545780571,0.342358398198727,"stn4","d5","unamend1","subt2","p1"
"stn4-d2-LV-unamend1-subt2-p2",24.8115963185661,32.279684881734,22.8216191027903,26.6376334343635,4.98643767943693,"stn4","d5","unamend1","subt2","p2"
"stn4-d2-LV-unamend1-subt2-p3",11.5538396482854,17.4987871668712,5.43712295519467,11.4965832567838,6.03103594829161,"stn4","d5","unamend1","subt2","p3"
"stn4-d2-LV-unamend1-subt2-p4",3.7498964738987,2.48704121626388,-0.0699625341047617,2.0556583853526,1.94612411483956,"stn4","d5","unamend1","subt2","p4"
"stn4-d2-LV-unamend1-subt3-a",0.461868497749457,0.307899600388011,0.525833091552005,0.431867063229824,0.112021498819015,"stn4","d5","unamend1","subt3","a"
"stn4-d2-LV-unamend1-subt3-b",2.53224090148329,5.68787866507701,0.589846374110847,2.93665531355705,2.57296454939689,"stn4","d5","unamend1","subt3","b"
"stn4-d2-LV-unamend1-subt3-L",9.48946366566953,7.72840281515777,5.97731953757972,7.73172867280234,1.75607442613226,"stn4","d5","unamend1","subt3","L"
"stn4-d2-LV-unamend1-subt3-p1",1.44700362876916,4.26833346994635,0.602613123966583,2.1059834075607,1.9196528788754,"stn4","d5","unamend1","subt3","p1"
"stn4-d2-LV-unamend1-subt3-p2",14.1835182575048,13.2614709259863,12.9274421926409,13.4574771253773,0.65057328013897,"stn4","d5","unamend1","subt3","p2"
"stn4-d2-LV-unamend1-subt3-p3",5.87171202634969,2.75166692422135,3.43694207921123,4.02010700992742,1.63973514999883,"stn4","d5","unamend1","subt3","p3"
"stn4-d2-LV-unamend1-subt3-p4",3.36789849774662,5.15096817914871,1.07992330975905,3.19959666221813,2.04073411130104,"stn4","d5","unamend1","subt3","p4"
"stn4-d2-LV-unamend1-subt4-a",0.626665556288614,0.135831417673043,0.0682053071640358,0.276900760375231,0.304786617243756,"stn4","d5","unamend1","subt4","a"
"stn4-d2-LV-unamend1-subt4-b",4.19941578478734,7.83862183475554,3.42976075494529,5.15593279149606,2.35493260909068,"stn4","d5","unamend1","subt4","b"
"stn4-d2-LV-unamend1-subt4-L",4.19054484044154,3.63370841084364,2.65910267329847,3.49445197486121,0.775160011899387,"stn4","d5","unamend1","subt4","L"
"stn4-d2-LV-unamend1-subt4-p1",2.78062583741916,1.68332897218249,2.21544433870986,2.22646638277051,0.548731461377978,"stn4","d5","unamend1","subt4","p1"
"stn4-d2-LV-unamend1-subt4-p2",53.9521517628868,36.2128708959981,38.0032654833089,42.7227627140646,9.76605150518489,"stn4","d5","unamend1","subt4","p2"
"stn4-d2-LV-unamend1-subt4-p3",3.24355215625475,3.26944410324256,3.05156672402977,3.18818766117569,0.11902335308534,"stn4","d5","unamend1","subt4","p3"
"stn4-d2-LV-unamend1-subt4-p4",10.1494605410179,8.55862645777079,8.26990334409602,8.99266344762823,1.01216347273974,"stn4","d5","unamend1","subt4","p4"
"stn4-d2-LV-unamend1-subt5-a",0.0588498549479653,0.0588498549479653,0.219507453374451,0.112402387756794,0.0927557076988902,"stn4","d5","unamend1","subt5","a"
"stn4-d2-LV-unamend1-subt5-b",1.64212085439404,2.22589221221254,2.84015027501208,2.23605444720622,0.599079357374004,"stn4","d5","unamend1","subt5","b"
"stn4-d2-LV-unamend1-subt5-L",5.07088944637165,3.10870707107461,2.62740738439437,3.60233463394688,1.29437331358522,"stn4","d5","unamend1","subt5","L"
"stn4-d2-LV-unamend1-subt5-p1",3.30370185630497,1.07561219119654,2.65712479625304,2.34547961458485,1.14627131534533,"stn4","d5","unamend1","subt5","p1"
"stn4-d2-LV-unamend1-subt5-p2",1.78936363080381,1.79196073390063,19.8970017783681,7.8261087143575,10.4537001204511,"stn4","d5","unamend1","subt5","p2"
"stn4-d2-LV-unamend1-subt5-p3",2.18381995515791,0.645830732799313,-0.373394877698636,0.818751936752862,1.28734736276886,"stn4","d5","unamend1","subt5","p3"
"stn4-d2-LV-unamend1-subt5-p4",1.71118001625339,2.22808211221359,0.536871226502905,1.49204445165663,0.866639406985359,"stn4","d5","unamend1","subt5","p4"
"stn4-d2-LV-unamend2-subt0-a",1.01122873773121,0.46732411041092,0.505614368865606,0.661389072335913,0.303574339472316,"stn4","d5","unamend2","subt0","a"
"stn4-d2-LV-unamend2-subt0-b",12.8636775049776,9.89693706683142,3.67408072963562,8.81156510048155,4.68995697766489,"stn4","d5","unamend2","subt0","b"
"stn4-d2-LV-unamend2-subt0-L",11.5893421508742,30.4157484069906,14.2465977125413,18.7505627568021,10.1893409487575,"stn4","d5","unamend2","subt0","L"
"stn4-d2-LV-unamend2-subt0-p1",24.3268136649506,2.53642046047398,0.913647023014151,9.2589603828129,13.0743451195978,"stn4","d5","unamend2","subt0","p1"
"stn4-d2-LV-unamend2-subt0-p2",21.3915613186045,24.4293504317289,10.6054315031239,18.8087810844858,7.26486400006746,"stn4","d5","unamend2","subt0","p2"
"stn4-d2-LV-unamend2-subt0-p3",21.141477814645,18.0838232410177,15.3974601749397,18.2075870768675,2.87400813788162,"stn4","d5","unamend2","subt0","p3"
"stn4-d2-LV-unamend2-subt0-p4",19.9265697291003,24.4930316389433,13.3071404614749,19.2422472765062,5.62425668625505,"stn4","d5","unamend2","subt0","p4"
"stn4-d2-LV-unamend2-subt1-a",0.615156807994911,1.08913008669359,0.837347629165967,0.847211507951488,0.23714054758437,"stn4","d5","unamend2","subt1","a"
"stn4-d2-LV-unamend2-subt1-b",2.03040421931165,1.76175602309917,0.923718303998197,1.57195951546967,0.577239520926589,"stn4","d5","unamend2","subt1","b"
"stn4-d2-LV-unamend2-subt1-L",55.3150460167334,27.3363900521022,15.7583175929226,32.8032512205861,20.3371241618718,"stn4","d5","unamend2","subt1","L"
"stn4-d2-LV-unamend2-subt1-p1",14.6572625420595,1.06589515292859,1.86956340960602,5.86424036819804,7.62557538020656,"stn4","d5","unamend2","subt1","p1"
"stn4-d2-LV-unamend2-subt1-p2",7.13501857547116,10.7275491669817,14.6362032567428,10.8329236663986,3.75170237951808,"stn4","d5","unamend2","subt1","p2"
"stn4-d2-LV-unamend2-subt1-p3",13.5407821213483,2.48914027348151,1.59028215393305,5.87340151625428,6.65533849532076,"stn4","d5","unamend2","subt1","p3"
"stn4-d2-LV-unamend2-subt1-p4",1.70680873594663,17.082125062997,2.07172045665537,6.95355141853298,8.77349948392745,"stn4","d5","unamend2","subt1","p4"
"stn4-d2-LV-unamend2-subt2-a",0.724196584477147,0.263066404604117,0.495914969626223,0.494392652902496,0.230568859093306,"stn4","d5","unamend2","subt2","a"
"stn4-d2-LV-unamend2-subt2-b",1.02792178978047,0.872987904744502,7.94396434288321,3.28162467913606,4.03844765749112,"stn4","d5","unamend2","subt2","b"
"stn4-d2-LV-unamend2-subt2-L",8.97058530623682,7.46577518927047,10.767126541334,9.06782901228043,1.6528225679778,"stn4","d5","unamend2","subt2","L"
"stn4-d2-LV-unamend2-subt2-p1",31.8887247633801,0.723069119829363,1.26722021091191,11.2930046980405,17.8384917764888,"stn4","d5","unamend2","subt2","p1"
"stn4-d2-LV-unamend2-subt2-p2",11.3311815483986,9.29509660671617,8.95218767962648,9.85948861158042,1.28600416339911,"stn4","d5","unamend2","subt2","p2"
"stn4-d2-LV-unamend2-subt2-p3",6.76083260234007,8.14920068174199,6.42504654886894,7.11169327765034,0.914059231442462,"stn4","d5","unamend2","subt2","p3"
"stn4-d2-LV-unamend2-subt2-p4",13.4334706808891,8.59146582575465,6.00394089097786,9.34295913254054,3.7713439073363,"stn4","d5","unamend2","subt2","p4"
"stn4-d2-LV-unamend2-subt3-a",0.788013005244565,0.18069686728661,0.267149310196543,0.411953060909239,0.328533586595633,"stn4","d5","unamend2","subt3","a"
"stn4-d2-LV-unamend2-subt3-b",1.15344809037956,3.20412988797062,0.423742855114809,1.593773611155,1.44154532925705,"stn4","d5","unamend2","subt3","b"
"stn4-d2-LV-unamend2-subt3-L",11.3215640148931,8.31938138545523,7.96273981802195,9.20122840612342,1.84490260508998,"stn4","d5","unamend2","subt3","L"
"stn4-d2-LV-unamend2-subt3-p1",2.5364027018066,1.99890902845776,3.58172149260814,2.7056777409575,0.804869152923069,"stn4","d5","unamend2","subt3","p1"
"stn4-d2-LV-unamend2-subt3-p2",16.1146221262702,14.960312331623,13.994315988771,15.0230834822214,1.06154589735432,"stn4","d5","unamend2","subt3","p2"
"stn4-d2-LV-unamend2-subt3-p3",3.847581430409,2.19818683286201,4.65759682027781,3.56778836118294,1.25335050673798,"stn4","d5","unamend2","subt3","p3"
"stn4-d2-LV-unamend2-subt3-p4",4.27222265145439,6.61608926450584,2.1843234156636,4.35754511054128,2.21711458347546,"stn4","d5","unamend2","subt3","p4"
"stn4-d2-LV-unamend2-subt4-a",0.161956683755783,0.0612005436928913,0.352353986275003,0.191837071241226,0.147858749991551,"stn4","d5","unamend2","subt4","a"
"stn4-d2-LV-unamend2-subt4-b",0.406056906339787,5.55602605513326,0.261231763881407,2.07443824178482,3.01601290730234,"stn4","d5","unamend2","subt4","b"
"stn4-d2-LV-unamend2-subt4-L",3.55464871683001,3.68118920291308,2.01689497526902,3.08424429833737,0.926514466560228,"stn4","d5","unamend2","subt4","L"
"stn4-d2-LV-unamend2-subt4-p1",4.25244423455546,0.935527739795277,2.79037180592373,2.65944792675816,1.6623295566478,"stn4","d5","unamend2","subt4","p1"
"stn4-d2-LV-unamend2-subt4-p2",6.35143637202026,6.06711384045544,8.68830818818496,7.03561946688689,1.43831319003138,"stn4","d5","unamend2","subt4","p2"
"stn4-d2-LV-unamend2-subt4-p3",5.13800465484851,4.11893741011526,4.3846968501773,4.54721297171369,0.528614348690494,"stn4","d5","unamend2","subt4","p3"
"stn4-d2-LV-unamend2-subt4-p4",7.47602837944893,5.53070934749638,6.67069550989559,6.5591444122803,0.977445277012261,"stn4","d5","unamend2","subt4","p4"
"stn4-d2-LV-unamend2-subt5-a",1.01913769581762,5.32439100902266,3.88604128326638,3.40985666270222,2.19177219787142,"stn4","d5","unamend2","subt5","a"
"stn4-d2-LV-unamend2-subt5-b",2.10902069972063,5.98339807604006,2.527966076418,3.54012828405956,2.12627709023715,"stn4","d5","unamend2","subt5","b"
"stn4-d2-LV-unamend2-subt5-L",7.06529361971357,4.67892041768715,1.268105775506,4.33743993763558,2.91364092055785,"stn4","d5","unamend2","subt5","L"
"stn4-d2-LV-unamend2-subt5-p1",2.63811758532703,1.73044266555364,0.654641965892007,1.67440073892423,0.992924673063641,"stn4","d5","unamend2","subt5","p1"
"stn4-d2-LV-unamend2-subt5-p2",4.06204300473893,11.3296282047556,1.9674997262783,5.78639031192428,4.91349088110754,"stn4","d5","unamend2","subt5","p2"
"stn4-d2-LV-unamend2-subt5-p3",4.40043121363748,4.76709291701576,4.15155266777211,4.43969226614178,0.309642571834923,"stn4","d5","unamend2","subt5","p3"
"stn4-d2-LV-unamend2-subt5-p4",11.7043418007561,11.8298971933672,5.03332430173413,9.52252109861917,3.88826528802056,"stn4","d5","unamend2","subt5","p4"
"stn4-d2-LV-unamend3-subt0-a",1.01122873773121,0.421597332498555,0.908983959277353,0.78060334316904,0.31508329922962,"stn4","d5","unamend3","subt0","a"
"stn4-d2-LV-unamend3-subt0-b",1.46578942865724,199.350064042952,12.411725071319,71.0758595143093,111.223455428095,"stn4","d5","unamend3","subt0","b"
"stn4-d2-LV-unamend3-subt0-L",21.2030636471619,19.4715251147822,12.2646725097707,17.6464204239049,4.74046035536051,"stn4","d5","unamend3","subt0","L"
"stn4-d2-LV-unamend3-subt0-p1",2.61335433981847,6.36827594011218,1.82106678105938,3.60089902033001,2.42913794504314,"stn4","d5","unamend3","subt0","p1"
"stn4-d2-LV-unamend3-subt0-p2",100.483503121659,121.597423272723,188.819837092695,136.966921162359,46.1301753074409,"stn4","d5","unamend3","subt0","p2"
"stn4-d2-LV-unamend3-subt0-p3",14.6018094871624,18.6905256818493,24.4110163416191,19.2344505035436,4.92717215419977,"stn4","d5","unamend3","subt0","p3"
"stn4-d2-LV-unamend3-subt0-p4",12.7887626743068,16.376891897184,10.2334517086019,13.1330354266976,3.08615572090916,"stn4","d5","unamend3","subt0","p4"
"stn4-d2-LV-unamend3-subt1-a",1.17443758433784,0.52322343413548,0.271510698943426,0.656390572472249,0.465960679823542,"stn4","d5","unamend3","subt1","a"
"stn4-d2-LV-unamend3-subt1-b",0.63033397507097,0.923827861331881,5.77393792646613,2.44269992095633,2.88866658725662,"stn4","d5","unamend3","subt1","b"
"stn4-d2-LV-unamend3-subt1-L",24.1967425904696,15.0729419490951,20.5140566719582,19.9279137371743,4.59005524921915,"stn4","d5","unamend3","subt1","L"
"stn4-d2-LV-unamend3-subt1-p1",20.0925257013419,3.15533297129352,-0.231870331269079,7.67199611378877,10.8890060602281,"stn4","d5","unamend3","subt1","p1"
"stn4-d2-LV-unamend3-subt1-p2",24.2499914527007,6.21930495087151,13.6888769737,14.7193911257574,9.05940856209741,"stn4","d5","unamend3","subt1","p2"
"stn4-d2-LV-unamend3-subt1-p3",13.53494180996,4.44276612725624,7.31415021582998,8.43061938434874,4.64777282302793,"stn4","d5","unamend3","subt1","p3"
"stn4-d2-LV-unamend3-subt1-p4",2.86678900871746,8.03341530619151,1.48379302769115,4.12799911420004,3.45215529711304,"stn4","d5","unamend3","subt1","p4"
"stn4-d2-LV-unamend3-subt2-a",0.787338783552411,0.518574897268589,0.0690316527900217,0.458315111203674,0.362925219416433,"stn4","d5","unamend3","subt2","a"
"stn4-d2-LV-unamend3-subt2-b",1.82298833812826,1.55856435380158,4.97869311923186,2.78674860372057,1.90287823577386,"stn4","d5","unamend3","subt2","b"
"stn4-d2-LV-unamend3-subt2-L",8.48405743614085,5.85462535006871,4.3579850119533,6.23222259938762,2.08879227651534,"stn4","d5","unamend3","subt2","L"
"stn4-d2-LV-unamend3-subt2-p1",33.9830965339258,4.54708462565901,2.53117413511332,13.687118431566,17.6057098443963,"stn4","d5","unamend3","subt2","p1"
"stn4-d2-LV-unamend3-subt2-p2",35.0587410873848,18.8134406032751,11.8629437560573,21.9117084822391,11.9042303970635,"stn4","d5","unamend3","subt2","p2"
"stn4-d2-LV-unamend3-subt2-p3",6.63402446707048,6.26750553579258,3.6650481727871,5.52219272521672,1.61874131602629,"stn4","d5","unamend3","subt2","p3"
"stn4-d2-LV-unamend3-subt2-p4",6.56642919889003,5.92070571144976,0.447509933968886,4.31154828143623,3.36189440175946,"stn4","d5","unamend3","subt2","p4"
"stn4-d2-LV-unamend3-subt3-a",0.538486223554222,0.137964179272569,0.393995770807131,0.356815391211307,0.20283309014817,"stn4","d5","unamend3","subt3","a"
"stn4-d2-LV-unamend3-subt3-b",2.16176190909494,1.06391270132579,0.269678982074394,1.16511786416504,0.950092792531155,"stn4","d5","unamend3","subt3","b"
"stn4-d2-LV-unamend3-subt3-L",7.81228292059199,2.64043028085515,2.15502944752843,4.20258088299185,3.13550077219564,"stn4","d5","unamend3","subt3","L"
"stn4-d2-LV-unamend3-subt3-p1",7.05268443242296,0.882347515776018,0.0503535983704206,2.6617951821898,3.82530845494972,"stn4","d5","unamend3","subt3","p1"
"stn4-d2-LV-unamend3-subt3-p2",17.6159988999283,25.3407716845231,15.5242052664754,19.4936586169756,5.17063328517427,"stn4","d5","unamend3","subt3","p2"
"stn4-d2-LV-unamend3-subt3-p3",12.3905028682462,1.27237715911454,1.07003760995018,4.91097254577032,6.47825329135228,"stn4","d5","unamend3","subt3","p3"
"stn4-d2-LV-unamend3-subt3-p4",2.55286340412049,1.34482617656445,0.42395057938391,1.44054672002295,1.0676793857062,"stn4","d5","unamend3","subt3","p4"
"stn4-d2-LV-unamend3-subt4-a",0.366574323335136,0.104804575899712,0.214854108822704,0.228744336019184,0.13143650169104,"stn4","d5","unamend3","subt4","a"
"stn4-d2-LV-unamend3-subt4-b",0.316332365443956,1.88387355466102,0.124942000835358,0.775049306980111,0.96502641264377,"stn4","d5","unamend3","subt4","b"
"stn4-d2-LV-unamend3-subt4-L",3.76792087626633,3.00054233346429,1.53118295205605,2.76654872059556,1.13657991076196,"stn4","d5","unamend3","subt4","L"
"stn4-d2-LV-unamend3-subt4-p1",3.28014182732481,2.55993306651869,1.93315143066766,2.59107544150372,0.674034990049792,"stn4","d5","unamend3","subt4","p1"
"stn4-d2-LV-unamend3-subt4-p2",14.7467455598358,11.7170411661875,7.677579196858,11.3804553076271,3.54658226987636,"stn4","d5","unamend3","subt4","p2"
"stn4-d2-LV-unamend3-subt4-p3",3.36960557350269,3.21473396903098,1.78529020244635,2.78987658166001,0.873436688286057,"stn4","d5","unamend3","subt4","p3"
"stn4-d2-LV-unamend3-subt4-p4",2.61378783874475,2.03891961753197,0.0808950123980194,1.57786748955825,1.32789808192177,"stn4","d5","unamend3","subt4","p4"
"stn4-d2-LV-unamend3-subt5-a",0.000703196684144988,0.487764168474749,0.0952699877746978,0.194579117644531,0.258270836559278,"stn4","d5","unamend3","subt5","a"
"stn4-d2-LV-unamend3-subt5-b",2.28212698872822,5.16045889440601,4.02591414030183,3.82283334114535,1.44987240750702,"stn4","d5","unamend3","subt5","b"
"stn4-d2-LV-unamend3-subt5-L",6.79647606430687,5.00795164798051,5.15024101880335,5.65155624369691,0.994078776044154,"stn4","d5","unamend3","subt5","L"
"stn4-d2-LV-unamend3-subt5-p1",2.17614297554313,1.57840333344178,0.260808162870943,1.33845149061862,0.979953838869043,"stn4","d5","unamend3","subt5","p1"
"stn4-d2-LV-unamend3-subt5-p2",0.7284913329132,0.676863678487934,0.748314517256735,0.717889842885956,0.0368863021091784,"stn4","d5","unamend3","subt5","p2"
"stn4-d2-LV-unamend3-subt5-p3",1.53331662671389,-0.138389699663555,-0.363035955944187,0.343963657035383,1.03611623381624,"stn4","d5","unamend3","subt5","p3"
"stn4-d2-LV-unamend3-subt5-p4",0.0364204662046544,0.0922456143467768,-1.06831309225459,-0.313215670567721,0.654528990167658,"stn4","d5","unamend3","subt5","p4"
"stn8-d1-LV-amend1-subt0-a",30.1204418690311,26.1539704132139,25.9733494312467,27.4159205711639,2.34392460901471,"stn8","d1","amend1","subt0","a"
"stn8-d1-LV-amend1-subt0-b",172.076233042978,65.0027104741239,57.9732921307487,98.3507452159503,63.9448109471087,"stn8","d1","amend1","subt0","b"
"stn8-d1-LV-amend1-subt0-L",534.295171429335,346.188071706713,45.1127682098255,308.532003781958,246.755629102092,"stn8","d1","amend1","subt0","L"
"stn8-d1-LV-amend1-subt0-p1",284.019855906554,263.739037680285,238.947879789324,262.235591125388,22.5735690894372,"stn8","d1","amend1","subt0","p1"
"stn8-d1-LV-amend1-subt0-p2",1128.77393338187,2102.61933266957,1564.20853354819,1598.53393319987,487.829263394881,"stn8","d1","amend1","subt0","p2"
"stn8-d1-LV-amend1-subt0-p3",523.514123495643,621.881948866656,113.307814759105,419.567962373801,269.750840183654,"stn8","d1","amend1","subt0","p3"
"stn8-d1-LV-amend1-subt0-p4",76.8581148758891,173.886208167535,77.0301964606781,109.258173168034,55.969586240569,"stn8","d1","amend1","subt0","p4"
"stn8-d1-LV-amend1-subt1-a",86.0120915026747,85.2536050093938,82.0950111369936,84.453569216354,2.07747986763044,"stn8","d1","amend1","subt1","a"
"stn8-d1-LV-amend1-subt1-b",381.178460637115,708.289567662489,473.934100578966,521.134042959523,168.586164928761,"stn8","d1","amend1","subt1","b"
"stn8-d1-LV-amend1-subt1-L",2184.15788548845,2202.50563412676,2089.39270953181,2158.68540971567,60.706413945328,"stn8","d1","amend1","subt1","L"
"stn8-d1-LV-amend1-subt1-p1",965.35641429038,861.215065885703,772.960143982959,866.510541386347,96.3073868020253,"stn8","d1","amend1","subt1","p1"
"stn8-d1-LV-amend1-subt1-p2",1118.32618078128,1050.58014569329,1036.61572184264,1068.50734943907,43.7057004359595,"stn8","d1","amend1","subt1","p2"
